item,score,total_occ,preferred_occ
fair solo,0.5555555555555556,9,5
weekly jail,0.2,10,2
middle workstation,0.8888888888888888,9,8
industrial rose,0.1111111111111111,9,1
consecutive doctor,0.5555555555555556,9,5
industrial headache,0.5,8,4
lucky rep,0.6666666666666666,9,6
mainstream rim,0.25,8,2
valid popularity,0.7777777777777778,9,7
worldwide gardening,0.75,8,6
artificial presenter,0.6666666666666666,9,6
sick attendance,0.3333333333333333,9,3
video spelling,0.3,10,3
optical caution,0.6,10,6
civilian streak,0.2,10,2
tight drink,0.4444444444444444,9,4
dynamic smoking,0.2,10,2
pregnant grant,0.0,10,0
chronic ascent,0.5555555555555556,9,5
outstanding locomotive,0.5,10,5
giant practitioner,0.4,10,4
integrated husband,0.5555555555555556,9,5
pregnant suitability,0.1111111111111111,9,1
lucky comedy,0.2222222222222222,9,2
Korean rod,0.2857142857142857,7,2
North jaw,0.1,10,1
physical knee,0.2222222222222222,9,2
fascinating thief,0.5555555555555556,9,5
archaeological poison,0.375,8,3
terrorist frequency,0.4444444444444444,9,4
helpful affiliation,0.7,10,7
free fever,0.2222222222222222,9,2
organic qualification,0.5,8,4
quick country,0.2,10,2
nervous plasma,0.1,10,1
tight denial,0.4,10,4
existing jewellery,0.9,10,9
minimal advent,0.2222222222222222,9,2
upper outreach,0.3333333333333333,9,3
thick installation,0.4,10,4
North dispute,0.5,8,4
willing primary,0.3333333333333333,9,3
virtual determination,0.5555555555555556,9,5
federal word,0.3333333333333333,9,3
illegal sponsor,1.0,10,10
massive taxpayer,0.8,10,8
interesting sociology,0.7,10,7
rough directive,0.6666666666666666,9,6
mathematical actor,0.0,9,0
Danish pad,0.625,8,5
visible deduction,0.7,10,7
Russian lion,0.5,10,5
notable garlic,0.5,8,4
tall lump,0.5,8,4
limited partition,0.6666666666666666,9,6
acceptable teammate,1.0,10,10
necessary tomb,0.5555555555555556,9,5
Islamic tournament,0.7,10,7
leading inflation,0.6,10,6
comfortable parliament,0.3333333333333333,9,3
continued slave,0.3333333333333333,9,3
genuine jurisdiction,0.6666666666666666,9,6
charitable vector,0.4,10,4
collaborative critic,0.5,8,4
sensitive incentive,0.875,8,7
capable preparation,0.7,10,7
increased shelter,0.8,10,8
beautiful championship,0.5555555555555556,9,5
presidential bite,0.3333333333333333,9,3
visual repair,0.6666666666666666,9,6
vast visibility,0.4444444444444444,9,4
obvious greenhouse,0.2,10,2
archaeological phd,0.8,10,8
romantic cyclist,0.6,10,6
liberal broadband,0.3333333333333333,9,3
defensive soccer,0.5,10,5
junior copyright,0.4444444444444444,9,4
superb fool,0.7,10,7
slight household,0.0,9,0
classic counsel,0.875,8,7
instrumental controller,0.5555555555555556,9,5
technological shoulder,0.5,10,5
normal defeat,0.8888888888888888,9,8
solar fairy,0.0,10,0
ethical sign,0.5,10,5
surprising charity,0.7,10,7
Irish lender,1.0,6,6
flexible inheritance,0.3333333333333333,9,3
printed raid,0.2222222222222222,9,2
genuine size,0.875,8,7
architectural spam,0.3333333333333333,9,3
detailed dirt,0.3333333333333333,9,3
integrated emergence,0.4444444444444444,9,4
peaceful prediction,0.8,10,8
written leak,0.6666666666666666,9,6
established projector,0.8,10,8
large noun,0.1,10,1
Danish weekend,0.3333333333333333,9,3
rich ban,0.3333333333333333,9,3
Muslim threshold,0.5555555555555556,9,5
eastern conduct,0.4,10,4
brown anxiety,0.2,10,2
gentle pilot,0.8,10,8
graphic pleasure,0.4,10,4
beneficial consideration,0.6,10,6
southern analyst,1.0,10,10
assistant anyone,0.1111111111111111,9,1
adverse trap,0.8,10,8
urban robbery,1.0,9,9
fascinating ally,0.7272727272727273,11,8
relevant mast,0.4,10,4
front accountability,0.5,8,4
joint healthcare,0.9,10,9
widespread extreme,0.6,10,6
brown compliance,0.3333333333333333,9,3
immediate reliance,0.8888888888888888,9,8
wooden pricing,0.2,10,2
available rotation,0.6,10,6
detailed cure,0.7,10,7
grand rubbish,0.5,10,5
fast miner,0.625,8,5
electric angel,0.6,10,6
surprising toilet,0.5,10,5
young gym,0.3333333333333333,9,3
part-time musical,0.5,10,5
overall adventure,0.75,8,6
big validity,0.5,10,5
compatible strength,0.5555555555555556,9,5
beneficial forest,0.4444444444444444,9,4
undergraduate fighting,0.4,10,4
critical equality,0.8,10,8
exact confidence,0.4444444444444444,9,4
dramatic quarry,0.3333333333333333,9,3
integrated seed,0.6,10,6
northern attainment,0.3,10,3
careful mass,0.4444444444444444,9,4
innovative singing,0.7,10,7
able candle,0.2222222222222222,9,2
revolutionary mound,0.6666666666666666,9,6
slight month,0.3,10,3
tight neighbourhood,0.6,10,6
continued spectator,0.4444444444444444,9,4
undergraduate username,0.4,10,4
systematic cure,0.875,8,7
keen creativity,0.8,10,8
tall currency,0.1111111111111111,9,1
substantial terrain,1.0,10,10
exclusive muscle,0.3,10,3
regular salvation,0.7,10,7
equal stair,0.1111111111111111,9,1
fair cruiser,0.2222222222222222,9,2
dependent devotion,0.7777777777777778,9,7
surprising comrade,0.875,8,7
nearby rush,0.25,8,2
light harassment,0.5,8,4
administrative villain,0.6666666666666666,9,6
dramatic dust,0.4,10,4
wrong trilogy,0.8888888888888888,9,8
apparent newsletter,0.6,10,6
progressive proportion,0.6,10,6
previous mortar,0.2222222222222222,9,2
tight labour,0.8,10,8
careful rivalry,0.5,10,5
superb entrepreneur,0.9,10,9
lovely duty,0.4444444444444444,9,4
stunning analogy,0.7777777777777778,9,7
strange viewer,0.7777777777777778,9,7
lead renovation,0.6,10,6
innovative parallel,0.3333333333333333,9,3
variable sake,0.2,10,2
square clue,0.25,8,2
static wound,0.5555555555555556,9,5
friendly litigation,0.8,10,8
healthy allegation,0.4,10,4
enormous tonne,0.4,10,4
diverse goodness,0.7777777777777778,9,7
standard ethnicity,0.7,10,7
statutory spacecraft,0.2222222222222222,9,2
stable inning,0.4444444444444444,9,4
secret refurbishment,0.7777777777777778,9,7
substantial pregnancy,0.5,10,5
dependent helicopter,0.8,10,8
formal hut,0.6,10,6
naval receiver,0.4444444444444444,9,4
back rebel,0.4444444444444444,9,4
helpful mortar,0.6,10,6
Soviet wicket,0.4,10,4
willing roundabout,0.375,8,3
sick vacation,0.5,10,5
adequate painting,0.7142857142857143,7,5
sharp insulation,0.3333333333333333,9,3
interested exercise,0.4,10,4
existing remainder,0.6666666666666666,9,6
sick clothing,0.3333333333333333,9,3
remote bone,0.2727272727272727,11,3
personal firing,0.7777777777777778,9,7
thick microphone,0.5,10,5
soft orbit,0.125,8,1
magnificent permit,0.5,10,5
steep wording,0.2222222222222222,9,2
revolutionary lie,0.3333333333333333,9,3
universal disturbance,0.8,10,8
private pottery,0.6666666666666666,9,6
sorry tide,0.2,10,2
senior shopping,0.5,10,5
necessary fever,0.4,10,4
competitive finalist,1.0,9,9
adverse mode,0.5555555555555556,9,5
geographical foot,0.2,10,2
male regeneration,0.5555555555555556,9,5
civil physics,0.6666666666666666,9,6
peaceful receiver,0.6,10,6
clinical breeding,0.8888888888888888,9,8
remote demographic,0.7,10,7
ongoing conscience,0.5555555555555556,9,5
peaceful paragraph,0.6666666666666666,9,6
pregnant clock,0.0,8,0
permanent merchandise,0.5555555555555556,9,5
healthy flash,0.5555555555555556,9,5
random rebel,1.0,7,7
mathematical troop,0.5,10,5
skilled livestock,0.3333333333333333,9,3
stunning infringement,0.7777777777777778,9,7
operational attitude,0.7,10,7
Christian sand,0.09090909090909091,11,1
institutional microphone,0.4444444444444444,9,4
outdoor settlement,0.875,8,7
deep coast,0.3333333333333333,9,3
underground midwife,0.5,10,5
outer walker,0.3,10,3
respective siege,0.6,10,6
crucial slab,0.7777777777777778,9,7
fundamental visitor,0.1,10,1
single aftermath,0.5,8,4
residential laugh,0.1,10,1
wooden lottery,0.1,10,1
Latin firing,0.1,10,1
electric workload,0.7,10,7
red council,0.25,8,2
presidential utility,0.6,10,6
responsible craft,0.3,10,3
monthly cab,0.8,10,8
revolutionary benchmark,0.8888888888888888,9,8
traditional jury,1.0,11,11
scientific weight,0.5555555555555556,9,5
reasonable skeleton,0.2222222222222222,9,2
interactive clearance,0.4,10,4
complex harassment,0.5,10,5
live scholarship,0.25,8,2
residential passion,0.3333333333333333,9,3
dead sympathy,0.4,10,4
brown scholar,0.4444444444444444,9,4
Christian keywords,1.0,9,9
identical certainty,0.625,8,5
concrete passion,0.3,10,3
medical decrease,0.5,10,5
distinct dawn,0.6666666666666666,9,6
specified CEO,0.6666666666666666,9,6
apparent kid,0.4444444444444444,9,4
organisational wealth,0.7777777777777778,9,7
criminal amenity,0.5,8,4
civilian grace,0.8571428571428571,7,6
gay earth,0.1,10,1
relative blade,0.25,8,2
native statement,0.7,10,7
sad dealing,0.7,10,7
ethnic postcard,0.375,8,3
accurate flooding,0.5,10,5
dark grandson,0.6,10,6
direct particular,0.0,10,0
maximum vocalist,0.2222222222222222,9,2
vast inability,0.8888888888888888,9,8
prior paint,0.4444444444444444,9,4
preferred mother,0.8888888888888888,9,8
straight lawsuit,0.7777777777777778,9,7
famous conservation,0.6,10,6
east dairy,0.625,8,5
equal petition,0.9,10,9
fundamental troop,0.4444444444444444,9,4
informal worth,0.4444444444444444,9,4
adjacent questionnaire,0.4444444444444444,9,4
North breadth,0.2222222222222222,9,2
medieval lump,0.0,10,0
commercial bucket,0.5,10,5
sharp supporter,0.5,10,5
sensitive surf,0.1,10,1
Muslim wool,0.625,8,5
Danish fin,0.2222222222222222,9,2
cultural crop,0.8888888888888888,9,8
musical battalion,0.6,10,6
lead carbon,0.1111111111111111,9,1
compatible pocket,0.6666666666666666,9,6
magnetic airport,0.125,8,1
blue critique,0.1111111111111111,9,1
sick shareholder,0.9,10,9
mainstream midwife,0.7,10,7
lovely assessment,0.7,10,7
nervous controversy,0.42857142857142855,7,3
mental bicycle,0.1,10,1
careful fun,0.75,8,6
plain takeover,0.7777777777777778,9,7
least insert,0.0,10,0
psychological pack,0.5,10,5
sorry gem,0.2222222222222222,9,2
parallel bottom,0.6666666666666666,9,6
conservative preview,0.9,10,9
outstanding bowel,0.5555555555555556,9,5
strategic dive,1.0,10,10
mobile ale,0.1111111111111111,9,1
statutory vowel,0.0,8,0
impossible dog,0.75,8,6
graphic availability,0.6666666666666666,9,6
sick welfare,0.4444444444444444,9,4
lead labor,0.5,8,4
optional screenplay,0.6,10,6
cold brigade,0.5,10,5
residential refusal,0.625,8,5
well-known cultivation,0.6,10,6
moral cattle,0.1,10,1
fine deity,0.42857142857142855,7,3
hidden platinum,0.25,8,2
regulatory vitamin,0.8,10,8
optional church,0.5555555555555556,9,5
able terminus,0.0,8,0
precise vacation,0.4,10,4
familiar asbestos,0.1111111111111111,9,1
Iraqi residue,0.25,8,2
clinical tent,0.4444444444444444,9,4
mainstream anyone,0.1111111111111111,9,1
maximum brochure,0.5555555555555556,9,5
continuous deadline,0.6,10,6
sharp donation,0.3333333333333333,9,3
empty comedian,0.4444444444444444,9,4
sharp sphere,0.125,8,1
French competence,0.6,10,6
pregnant jazz,0.1111111111111111,9,1
literary mankind,0.4,10,4
frequent gravel,0.3333333333333333,9,3
difficult flash,0.4,10,4
temporary start,0.6666666666666666,9,6
least grant,0.3,10,3
genetic heart,0.4444444444444444,9,4
subject tower,0.3,10,3
ongoing axe,0.14285714285714285,7,1
actual sailor,1.0,8,8
sound ruler,0.9,10,9
clinical wagon,0.42857142857142855,7,3
Australian key,0.5,10,5
racial self,0.125,8,1
peaceful quantity,0.3,10,3
consistent surveyor,0.7,10,7
lovely coalition,0.7,10,7
nuclear seating,0.3333333333333333,9,3
Latin boost,0.0,9,0
plastic blast,0.5555555555555556,9,5
optional hatred,0.4444444444444444,9,4
virtual seizure,0.875,8,7
confident projector,0.4444444444444444,9,4
conservative sum,0.8888888888888888,9,8
normal chief,0.4444444444444444,9,4
vertical pavement,0.3333333333333333,9,3
African inception,0.6,10,6
outstanding inception,0.6,10,6
different nightmare,0.8888888888888888,9,8
fat riding,0.1111111111111111,9,1
consecutive syllabus,0.6666666666666666,9,6
full-time globe,0.25,8,2
outstanding nail,0.1,10,1
functional media,0.8888888888888888,9,8
fundamental guardian,0.5555555555555556,9,5
leading expenditure,0.875,8,7
parliamentary brochure,0.7,10,7
rough CEO,0.7,10,7
yellow acquisition,0.3,10,3
professional commencement,0.6666666666666666,9,6
concrete lift,0.4,10,4
moral goalkeeper,0.375,8,3
brown sun,0.3,10,3
superb cadet,1.0,9,9
senior vaccination,0.5555555555555556,9,5
dual chef,0.25,8,2
mature turnover,0.6,10,6
electronic proprietor,0.7,10,7
experimental shareholder,0.6666666666666666,9,6
professional radiator,0.3333333333333333,9,3
part-time spokesman,0.9,10,9
statistical empire,0.6666666666666666,9,6
outer bat,0.375,8,3
inclusive peasant,0.2857142857142857,7,2
statutory sleeve,0.0,10,0
frequent cloth,0.3,10,3
enjoyable intensity,0.5,10,5
affordable script,0.8,10,8
vital audio,0.6,10,6
regional cookie,0.5,10,5
internal sunset,0.5,10,5
due ingredient,0.3333333333333333,9,3
specified popularity,0.5,10,5
soft artery,0.6,10,6
square delegate,0.1,10,1
Welsh suitability,0.7,10,7
due calf,0.2222222222222222,9,2
qualified antibiotic,0.625,8,5
applicable intention,0.625,8,5
artificial tab,0.7142857142857143,7,5
Italian phase,0.5,10,5
literary evacuation,0.3,10,3
rapid ammunition,0.7777777777777778,9,7
logical rivalry,1.0,8,8
chronic conscience,0.2222222222222222,9,2
fresh hall,0.2,10,2
opposite human,0.1,10,1
opposite wonder,0.4444444444444444,9,4
collective inch,0.3333333333333333,9,3
proud incentive,0.4,10,4
future finish,0.3333333333333333,9,3
capable worry,0.125,8,1
ethical vegetation,0.3333333333333333,9,3
armed semester,0.0,9,0
strange logistic,0.8,10,8
experienced functionality,0.375,8,3
capable junction,0.5555555555555556,9,5
smooth precaution,0.5555555555555556,9,5
animal surf,0.2222222222222222,9,2
empty essay,0.5,10,5
video gospel,1.0,8,8
full-time router,0.6666666666666666,9,6
mainstream connectivity,0.7777777777777778,9,7
personal stair,0.3,10,3
rough milk,0.2,10,2
pregnant battalion,0.125,8,1
false hostage,0.4444444444444444,9,4
relative hero,0.75,8,6
applicable ballet,0.4444444444444444,9,4
reliable penny,0.25,8,2
acute champion,0.5,10,5
tight footage,0.3333333333333333,9,3
opposite improvement,0.4,10,4
physical short,0.4444444444444444,9,4
rough writer,0.8,10,8
worldwide attorney,0.7777777777777778,9,7
elderly mention,0.3,10,3
unusual dining,0.875,8,7
advanced grief,0.7142857142857143,7,5
successful tram,0.5,10,5
accessible suspension,0.7,10,7
limited goalkeeper,0.5,10,5
dual cartoon,0.125,8,1
east treaty,0.5,10,5
inner delay,0.6,10,6
helpful Jew,1.0,10,10
secure gauge,0.9,10,9
South spending,0.3,10,3
South salvation,0.2222222222222222,9,2
adjacent newcomer,0.6,10,6
consecutive piano,0.2222222222222222,9,2
occasional junction,0.7,10,7
willing fountain,0.0,8,0
competitive host,0.9,10,9
married produce,0.1,10,1
ethical rubber,0.5,10,5
Iraqi rider,0.875,8,7
Dutch bill,0.5,10,5
crucial disagreement,0.8,10,8
dominant propaganda,0.5555555555555556,9,5
ready tower,0.4,10,4
geographical trading,0.8,10,8
twin vowel,0.3333333333333333,9,3
fundamental parasite,0.25,8,2
female shock,0.5555555555555556,9,5
willing franchise,0.5,10,5
rapid subject,0.3,10,3
relevant counsel,1.0,10,10
Soviet ticket,0.4444444444444444,9,4
adverse marker,0.5,10,5
indigenous indication,0.7777777777777778,9,7
mobile isolation,0.5,10,5
huge read,0.5555555555555556,9,5
willing brewery,0.3333333333333333,9,3
able stick,0.3,10,3
responsible missile,0.375,8,3
comprehensive comfort,0.5555555555555556,9,5
Australian rubber,0.5,10,5
square leaflet,0.9,10,9
raw handset,0.1,10,1
familiar pharmacist,0.8,10,8
random lens,0.7,10,7
rich tender,0.4444444444444444,9,4
median teaching,0.25,8,2
frequent formulation,0.7,10,7
undergraduate beef,0.2,10,2
median trailer,0.625,8,5
soft patent,0.5,8,4
clinical Briton,0.3,10,3
assistant out,0.3,10,3
related prayer,0.9,10,9
raw curse,0.2222222222222222,9,2
fat adoption,0.2222222222222222,9,2
soft pitcher,0.8571428571428571,7,6
silent singer,0.3,10,3
giant incorporation,0.4,10,4
mechanical continuity,0.6,10,6
dark hockey,0.2,10,2
standard suspect,0.8888888888888888,9,8
dedicated electricity,0.4444444444444444,9,4
agricultural gym,0.3333333333333333,9,3
progressive inventory,0.5555555555555556,9,5
optical cadet,0.4,10,4
technical patch,0.7,10,7
responsible shaft,0.1111111111111111,9,1
actual lid,0.6,10,6
convenient vaccination,0.8888888888888888,9,8
intensive dioxide,0.2,10,2
capable liner,0.42857142857142855,7,3
mental ethos,0.3333333333333333,9,3
capable websites,0.8,10,8
economic banana,0.1,10,1
optical cookie,0.2,10,2
qualified extract,0.5,10,5
sweet networking,0.25,8,2
interesting bait,0.6666666666666666,9,6
wild frame,0.3,10,3
archaeological string,0.3333333333333333,9,3
beautiful procurement,0.6666666666666666,9,6
constant jewellery,0.2222222222222222,9,2
disabled breadth,0.2222222222222222,9,2
Norwegian grip,0.1,10,1
surprising honor,0.9,10,9
fixed fairy,0.1,10,1
electronic rest,0.1111111111111111,9,1
average nightclub,0.9,10,9
multiple inception,0.75,8,6
ill reliability,0.25,8,2
naval bargain,0.7,10,7
rear privilege,0.3,10,3
negative twin,0.3,10,3
genetic try,0.3,10,3
electric correspondent,0.8,10,8
partial front,0.7,10,7
patient dealer,0.8,10,8
racial priority,0.5,10,5
sufficient prevalence,0.4444444444444444,9,4
Jewish cheese,0.6,10,6
major eating,0.7142857142857143,7,5
median drought,0.3333333333333333,9,3
valuable vacuum,0.6,10,6
vital alien,0.3,10,3
basic sporting,0.5,8,4
leading courtesy,0.3333333333333333,9,3
rare civilization,0.875,8,7
legendary ferry,0.5,10,5
legal seating,0.3333333333333333,9,3
printed beast,0.2,10,2
sharp chart,0.6,10,6
Democratic cottage,0.2,10,2
nearby gender,0.1,10,1
assistant encounter,0.4,10,4
sensitive chief,0.8,10,8
patient forecast,0.7,10,7
near umbrella,0.2222222222222222,9,2
undergraduate harvest,0.14285714285714285,7,1
able county,0.5,10,5
private acclaim,0.9,10,9
chronic hatred,0.8888888888888888,9,8
Jewish laboratory,0.7777777777777778,9,7
nice trigger,0.7142857142857143,7,5
registered inspiration,0.6,10,6
visual carbon,0.2727272727272727,11,3
hard integer,0.4444444444444444,9,4
elderly bombing,0.1,10,1
false sphere,0.4444444444444444,9,4
dramatic habit,0.8,10,8
joint pottery,0.5555555555555556,9,5
convenient handful,0.5555555555555556,9,5
successful tariff,1.0,9,9
voluntary aunt,0.4,10,4
minimal quarry,0.7,10,7
guilty tomato,0.0,10,0
fat imagination,0.3,10,3
brilliant orbit,0.5,8,4
long-term uniform,0.8571428571428571,7,6
complete dawn,0.5,10,5
Victorian pity,0.5555555555555556,9,5
unknown inch,0.2222222222222222,9,2
previous metadata,0.5555555555555556,9,5
social pump,0.14285714285714285,7,1
patient asbestos,0.2222222222222222,9,2
top flu,0.3333333333333333,9,3
brilliant ward,0.8888888888888888,9,8
reliable cattle,0.6,10,6
weekly bank,0.5555555555555556,9,5
lead canon,0.6666666666666666,9,6
urban gravity,0.4,10,4
instrumental allowance,0.5,8,4
welcome characteristic,0.6666666666666666,9,6
male glacier,0.0,10,0
well-known junior,1.0,7,7
rapid ancestry,0.1111111111111111,9,1
